,rowid,pl_name,rowupdate,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,st_abs_mag,bol_mag,bol_lum,inner_CHZ,outer_CHZ,Habitable
0,176,BD-06 1339 c,2014-05-14,BD-06 1339,c,,HIP 27803,TIC 66914642,Gaia DR2 3022099969137163904,1,1,2,0,0,Radial Velocity,2013,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,2013-03,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,125.94,0.44,-0.44,0.0,0.435,0.007,-0.007,0.0,,,,,,,,,,,,,,,,,53.0,8.0,-8.0,0.0,0.17,0.03,-0.03,0.0,,,,,,,,,53.0,8.0,-8.0,0.0,0.17,0.03,-0.03,0.0,Msini,,,,,0.31,0.11,-0.11,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2455265.2,17.6,-17.6,0.0,41.0,55.0,-55.0,0.0,9.1,2.9,-2.9,0.0,,,,,,,,,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,K7/M0 V,4324.0,100.0,-100.0,0.0,,,,,0.7,,,0.0,-0.14,0.17,-0.17,0.0,[Fe/H],0.09506047936562814,0.043,-0.048,0.0,4.74,0.02,-0.02,0.0,4.4,4.0,-4.0,0.0,,,,,0.57,,,0.0,,,,,23.62,0.0,0.0,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,-15.71602,211.65797,-29.4235,88.0031,346.7225761,0.0703183,-0.0703183,-1.04543,0.0702594,-0.0702594,-346.721,0.0703183,-0.0703183,20.2695,0.022,-0.0218,49.3062,0.0529212,-0.0529212,10.972,0.062,-0.062,9.7,0.03,-0.03,7.128,0.018,-0.018,6.517,0.059,-0.059,6.305,0.018,-0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.10677,0.000602,-0.000602,,,,8.2906,0.006,-0.006,,,,2013-03,2014-05-14,0,1,0,0,0,0,7.385,6.585,0.18281002161427432,0.4076652164954098,0.5873027916531101,Yes
1,1678,HD 13908 c,2014-05-14,HD 13908,c,HD 13908,HIP 10743,TIC 12906712,Gaia DR2 515574853541230720,1,1,2,0,0,Radial Velocity,2013,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,2014-03,Ground,Haute-Provence Observatory,1.93 m Telescope,SOPHIE Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,931.0,17.0,-17.0,0.0,2.03,0.04,-0.04,0.0,,,,,,,,,,,,,,,,,1630.4,79.45,-79.45,0.0,5.13,0.25,-0.25,0.0,,,,,,,,,1630.4,79.45,-79.45,0.0,5.13,0.25,-0.25,0.0,Msini,,,,,0.12,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.0,11.0,-11.0,0.0,90.9,3.0,-3.0,0.0,,,,,,,,,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,F8 V,6255.0,66.0,-66.0,0.0,1.67,0.1,-0.1,0.0,1.29,0.04,-0.04,0.0,0.01,0.04,-0.04,0.0,[Fe/H],3.9994474976109746,,,0.0,4.11,0.11,-0.11,0.0,2.9,0.4,-0.4,0.0,,,,,4.2,0.5,-0.5,0.0,,,,,15.88,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h18m14.62s,34.5609102,+65d35m39.08s,65.5941901,4.2186,131.74451,47.9242,59.48321,45.3829883,0.049245,-0.049245,22.9504,0.0380337,-0.0380337,-39.1522,0.0525481,-0.0525481,79.5515,0.2196,-0.2185,12.5417,0.0343565,-0.0343565,8.042,0.023,-0.023,7.52,0.03,-0.03,6.497,0.023,-0.023,6.251,0.017,-0.017,6.21,0.021,-0.021,,,,,,,,,,,,,,,,6.256,0.092,-0.092,6.152,0.026,-0.026,6.237,0.015,-0.015,6.189,0.045,-0.045,7.3845,0.000201,-0.000201,,,,7.0174,0.006,-0.006,,,,2014-03,2014-05-14,0,1,0,0,0,0,3.325,3.1750000000000003,4.22668614265603,1.9602147708527038,2.823982916811881,Yes
2,12899,Kepler-16 b,2014-05-14,Kepler-16,b,,,TIC 299096355,Gaia DR2 2133476355197071616,1,2,1,0,1,Transit,2011,<a refstr=DOYLE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Sci...333.1602D/abstract target=ref> Doyle et al. 2011 </a>,2011-09,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=DOYLE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Sci...333.1602D/abstract target=ref> Doyle et al. 2011 </a>,228.776,0.02,-0.037,0.0,0.7048,0.0011,-0.0011,0.0,8.449,0.029,-0.029,0.0,0.754,0.003,-0.003,0.0,105.833,5.085,-5.085,0.0,0.333,0.016,-0.016,0.0,,,,,,,,,,,,,,,,,105.833,5.085,-5.085,0.0,0.333,0.016,-0.016,0.0,Mass,0.964,0.047,-0.046,0.0,0.0069,0.001,-0.0015,0.0,,,,,,,,,90.032,0.002,-0.002,0.0,2455212.123,,,0.0,BJD,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.0,10.0,-22.0,0.0,,,,,,,,,,,,,<a refstr=DOYLE_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011Sci...333.1602D/abstract target=ref> Doyle et al. 2011 </a>,nan,4450.0,150.0,-150.0,0.0,0.65,0.0,0.0,0.0,0.69,0.0,0.0,0.0,-0.3,0.2,-0.2,0.0,[m/H],0.14864715693086913,,,,4.65,0.0,0.0,0.0,,,,,3.563,0.017,-0.016,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m18.20s,289.0758307,+51d45m26.02s,51.757229,17.366,82.78543,72.41826,312.04542,50.588521,0.0515303,-0.0515303,14.0407,0.0544406,-0.0544406,-48.601,0.0512799,-0.0512799,75.0852,0.1541,-0.1536,13.2893,0.027089,-0.027089,13.675,0.008,-0.008,12.144,0.057,-0.057,9.815,0.023,-0.023,9.137,0.031,-0.031,8.996,0.022,-0.022,,,,,,,,,,,,,,,,8.902,0.023,-0.023,8.953,0.02,-0.02,8.826,0.022,-0.022,8.689,0.219,-0.219,11.7472,0.000348,-0.000348,,,,10.9438,0.006,-0.006,11.762,,,2011-09,2014-05-14,1,0,0,6,0,0,6.899608482058188,6.099608482058188,0.2858621180197647,0.5097790234456893,0.7344130219636255,Yes
3,5181,Kapteyn c,2014-06-04,Kapteyn,c,HD 33793,HIP 24186,TIC 200385493,Gaia DR2 4810594479417465600,1,1,1,0,0,Radial Velocity,2014,<a refstr=ANGLADA_ESCUD_EACUTE__ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.443L..89A/abstract target=ref> Anglada-Escud&eacute; et al. 2014</a>,2014-09,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ANGLADA_ESCUD_EACUTE__ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.443L..89A/abstract target=ref> Anglada-Escud&eacute; et al. 2014</a>,121.54,0.25,-0.25,0.0,0.311,0.038,-0.014,0.0,,,,,,,,,,,,,,,,,7.0,1.2,-1.0,0.0,0.022,0.004,-0.003,0.0,,,,,,,,,7.0,1.2,-1.0,0.0,0.022,0.004,-0.003,0.0,Msini,,,,,0.23,0.1,-0.12,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,28.9,-33.2,0.0,2.27,0.28,-0.26,0.0,,,,,,,,,<a refstr=ANGLADA_ESCUD_EACUTE__ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.443L..89A/abstract target=ref> Anglada-Escud&eacute; et al. 2014</a>,nan,3550.0,50.0,-50.0,0.0,0.29,0.03,-0.03,0.0,0.28,0.01,-0.01,0.0,-0.89,,,0.0,[M/H],0.011983929845595653,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h11m50.08s,77.9586613,-45d02m34.87s,-45.0430198,-35.97592,250.56446,-67.53607,67.30837,8644.904613,0.0498602,-0.0498602,6491.47,0.0488017,-0.0488017,-5709.22,0.0511962,-0.0511962,3.93305,0.00041,-0.00041,254.226,0.0263103,-0.0263103,10.329,0.037,-0.037,8.86,0.1,-0.1,5.821,0.026,-0.026,5.316,0.027,-0.027,5.049,0.021,-0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.06198,0.000588,-0.000588,,,,7.05289,0.0074041,-0.0074041,,,,2014-09,2014-06-04,0,1,0,2,0,0,9.63350185503606,7.6335018550360605,0.06959840036393627,0.25153781635794625,0.3623778918970207,Yes
4,2584,HD 43197 b,2014-12-03,HD 43197,b,HD 43197,HIP 29550,TIC 37660988,Gaia DR2 2896745747966986240,1,1,1,0,0,Radial Velocity,2010,<a refstr=NAEF_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...523A..15N/abstract target=ref> Naef et al. 2010 </a>,2010-11,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=NAEF_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...523A..15N/abstract target=ref> Naef et al. 2010 </a>,327.8,1.2,-1.2,0.0,0.92,0.01,-0.02,0.0,,,,,,,,,,,,,,,,,190.69,38.14,-12.71,0.0,0.6,0.12,-0.04,0.0,,,,,,,,,190.69,38.14,-12.71,0.0,0.6,0.12,-0.04,0.0,Msini,,,,,0.83,0.05,-0.01,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2454713.8,1.7,-1.7,0.0,251.0,7.0,-12.0,0.0,32.4,10.9,-3.3,0.0,,,,,,,,,<a refstr=NAEF_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...523A..15N/abstract target=ref> Naef et al. 2010 </a>,G8 V,5508.0,46.0,-46.0,0.0,1.0,0.01,-0.01,0.0,0.96,,,0.0,0.4,0.04,-0.04,0.0,[Fe/H],0.7294575102545687,,,0.0,4.31,0.08,-0.08,0.0,,,,,,,,,2.18,1.0,-1.0,0.0,,,,,72.51,4.0,-11.0,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h13m35.84s,93.3993231,-29d53m49.89s,-29.8971929,-20.73806,236.81489,-53.27829,94.93179,148.516155,0.0337185,-0.0337185,147.585,0.0336714,-0.0336714,16.6047,0.0372533,-0.0372533,62.4112,0.0918,-0.0915,15.9938,0.0233488,-0.0233488,9.708,0.017,-0.017,8.98,0.03,-0.03,7.658,0.024,-0.024,7.328,0.038,-0.038,7.203,0.026,-0.026,,,,,,,,,,,,,,,,7.127,0.043,-0.043,7.215,0.019,-0.019,7.195,0.017,-0.017,7.179,0.083,-0.083,8.77158,0.000217,-0.000217,,,,8.2808,0.006,-0.006,,,,2010-11,2014-12-03,0,1,0,0,0,0,5.1725,4.7725,0.9705099672454899,0.9392985619093595,1.3532002370659206,Yes
5,2661,HD 564 b,2015-01-08,HD 564,b,HD 564,HIP 801,TIC 200658785,Gaia DR2 4973621989046219008,1,1,1,0,0,Radial Velocity,2014,<a refstr=MOUTOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..48M/abstract target=ref>Moutou et al. 2015</a>,2015-04,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..48M/abstract target=ref>Moutou et al. 2015</a>,492.3,2.3,-2.3,0.0,1.2,0.02,-0.02,0.0,,,,,,,,,,,,,,,,,104.88,9.54,-9.54,0.0,0.33,0.03,-0.03,0.0,,,,,,,,,104.88,9.54,-9.54,0.0,0.33,0.03,-0.03,0.0,Msini,,,,,0.096,0.067,-0.067,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2455433.0,9.0,-9.0,0.0,314.0,31.0,-31.0,0.0,8.79,0.45,-0.45,0.0,,,,,,,,,<a refstr=MOUTOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..48M/abstract target=ref>Moutou et al. 2015</a>,G2/G3 V,5902.0,61.0,-61.0,0.0,1.01,0.05,-0.05,0.0,0.96,0.05,-0.05,0.0,-0.2,0.05,-0.05,0.0,[Fe/H],1.1105277575840298,,,,4.53,0.1,-0.1,0.0,5.5,3.1,-3.1,0.0,,,,,2.0,,,1.0,,,,,11.46,0.38,-0.38,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h09m52.67s,2.4694459,-50d16m04.44s,-50.2678998,-65.53602,319.09478,-45.76931,336.27663,97.4780694,0.0407758,-0.0407758,-95.9148,0.04067,-0.04067,-17.3875,0.0438733,-0.0438733,51.1659,0.0941,-0.0937,19.5154,0.0356033,-0.0356033,8.903,0.025,-0.025,8.32,0.03,-0.03,7.218,0.021,-0.021,6.983,0.021,-0.021,6.893,0.021,-0.021,,,,,,,,,,,,,,,,6.827,0.068,-0.068,6.842,0.019,-0.019,6.875,0.016,-0.016,6.851,0.083,-0.083,8.17077,0.000284,-0.000284,,,,7.767,0.006,-0.006,,,,2015-04,2015-01-08,0,1,0,0,0,0,4.716176454529162,4.316176454529161,1.4775065613649754,1.158959784918816,1.6696551227695255,Yes
6,1394,HD 10180 g,2015-06-24,HD 10180,g,HD 10180,HIP 7599,TIC 231836962,Gaia DR2 4716158250340258944,0,1,6,0,0,Radial Velocity,2010,<a refstr=LOVIS_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...528A.112L/abstract target=ref> Lovis et al. 2011 </a>,2011-04,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=LOVIS_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...528A.112L/abstract target=ref> Lovis et al. 2011 </a>,601.2,8.1,-8.1,0.0,1.422,0.026,-0.026,0.0,,,,,,,,,,,,,,,,,21.4,3.4,-3.4,0.0,0.06733,0.0107,-0.0107,0.0,21.4,3.4,-3.4,0.0,0.0673,0.0107,-0.0107,0.0,21.4,3.4,-3.4,0.0,0.0673,0.0107,-0.0107,0.0,Msin(i)/sin(i),,,,,0.19,0.14,-0.14,0.0,,,,,,,,,90.0,,,0.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.0,49.0,-49.0,0.0,1.59,0.25,-0.25,0.0,,,,,,,,,<a refstr=LOVIS_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...528A.112L/abstract target=ref> Lovis et al. 2011 </a>,G1 V,5911.0,19.0,-19.0,0.0,,,,,1.06,0.05,-0.05,0.0,0.08,0.01,-0.01,0.0,[Fe/H],1.4893610777109152,0.006,-0.006,0.0,4.39,0.03,-0.03,0.0,4.3,0.5,-0.5,0.0,,,,,3.0,,,1.0,,,,,35.53,0.0,0.0,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h37m53.55s,24.4731133,-60d30m41.36s,-60.5114881,-55.69407,292.80544,-61.61125,340.44338,16.5883695,0.0489027,-0.0489027,-14.3774,0.0522254,-0.0522254,8.27432,0.0371072,-0.0371072,38.9607,0.0387,-0.0386,25.6379,0.0252558,-0.0252558,7.912,0.0,0.0,7.33,0.03,-0.03,6.246,0.021,-0.021,5.934,0.031,-0.031,5.868,0.018,-0.018,,,,,,,,,,,,,,,,5.842,0.136,-0.136,5.795,0.047,-0.047,5.875,0.015,-0.015,5.822,0.043,-0.043,7.17261,0.000183,-0.000183,,,,6.7568,0.006,-0.006,,,,2011-04,2015-06-25,0,1,0,0,0,0,4.3975,3.9975,1.9815270258050985,1.3421580403504507,1.933579643399286,Yes
7,4792,KELT-6 c,2015-09-02,KELT-6,c,,,TIC 165987272,Gaia DR2 1464700950221781504,1,1,2,0,0,Radial Velocity,2015,<a refstr=DAMASSO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...581L...6D/abstract target=ref>Damasso et al. 2015</a>,2015-09,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=DAMASSO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...581L...6D/abstract target=ref>Damasso et al. 2015</a>,1276.0,81.0,-67.0,0.0,2.39,0.11,-0.11,0.0,,,,,,,,,,,,,,,,,1179.1493,66.7443,-66.7443,0.0,3.71,0.21,-0.21,0.0,,,,,,,,,1179.1493,66.7443,-66.7443,0.0,3.71,0.21,-0.21,0.0,Msini,,,,,0.21,0.039,-0.036,0.0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.7,8.8,-8.8,0.0,65.7,2.6,-2.4,0.0,,,,,,,,,<a refstr=DAMASSO_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...581L...6D/abstract target=ref>Damasso et al. 2015</a>,nan,6272.0,61.0,-61.0,0.0,1.53,0.14,-0.14,0.0,1.13,0.06,-0.06,0.0,-0.27,0.06,-0.06,0.0,[Fe/H],3.2501013966524104,,,,4.12,0.07,-0.07,0.0,4.9,0.66,-0.46,0.0,0.44,0.15,-0.1,0.0,4.53,0.26,-0.26,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h03m55.64s,195.9818362,+30d38m24.52s,30.640145,85.54996,85.77535,34.18175,181.01259,16.4524553,0.0461558,-0.0461558,-5.10624,0.0517399,-0.0517399,15.64,0.0455202,-0.0455202,240.726,1.987,-1.955,4.1255,0.0337598,-0.0337598,10.763,0.093,-0.093,10.371,0.007,-0.007,9.302,0.021,-0.021,9.137,0.022,-0.022,9.083,0.017,-0.017,,,,,,,,,,,,,,,,9.039,0.023,-0.023,9.072,0.02,-0.02,9.054,0.028,-0.028,8.415,0.253,-0.253,10.1934,0.000289,-0.000289,,,,9.8469,0.0072,-0.0072,,,,2015-09,2015-09-03,0,0,2,0,0,0,3.5502577242299678,3.400257724229968,3.434764062702032,1.767063322089668,2.5457193307115675,Yes
8,2287,HD 219415 b,2015-09-16,HD 219415,b,HD 219415,,TIC 323819453,Gaia DR2 2009255593080688640,1,1,1,0,0,Radial Velocity,2012,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...53G/abstract target=ref> Gettel et al. 2012 </a>,2012-09,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,1,0,0,0,0,0,0,0,0,0,Published Confirmed,0,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...53G/abstract target=ref> Gettel et al. 2012 </a>,2093.3,32.7,-32.7,0.0,3.2,,,0.0,,,,,,,,,,,,,,,,,317.83,,,0.0,1.0,,,0.0,,,,,,,,,317.83,,,0.0,1.0,,,0.0,Msini,,,,,0.4,0.09,-0.09,0.0,,,,,,,,,,,,,,,,,JD,0,,,,,,,,,,,,,,,,,,,,,,,,,2453461.4,57.7,-57.7,0.0,207.0,12.3,-12.3,0.0,18.2,2.2,-2.2,0.0,,,,,,,,,<a refstr=GETTEL_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...756...53G/abstract target=ref> Gettel et al. 2012 </a>,K0 III,4820.0,20.0,-20.0,0.0,2.9,0.4,-0.4,0.0,1.0,0.1,-0.1,0.0,-0.04,0.09,-0.09,0.0,[Fe/H],4.168693834703354,0.15,-0.15,0.0,3.51,0.06,-0.06,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h14m53.85s,348.7243579,+56d43m49.08s,56.7303001,-3.6869,109.94232,54.07361,23.52171,13.2231256,0.0509671,-0.0509671,11.9278,0.051034,-0.051034,-5.70777,0.0506737,-0.0506737,165.184,0.895,-0.895,6.02516,0.0325539,-0.0325539,9.903,0.031,-0.031,8.909,0.003,-0.003,7.023,0.018,-0.018,6.532,0.029,-0.029,6.421,0.02,-0.02,,,,,,,,,,,,,,,,6.36,0.075,-0.075,6.379,0.025,-0.025,6.394,0.015,-0.015,6.288,0.056,-0.056,8.59745,0.00021,-0.00021,,,,7.98045,0.0061,-0.0061,,,,2012-09,2015-09-18,0,0,0,0,0,0,3.2800000000000002,2.4800000000000004,8.01678063387679,2.699626343484121,3.889216013028068,Yes
